id,title,authors,year,source,doi,code,exclusion_reason,snowballing_value,background_pool_c8,make
R0597,An analysis framework for resource management in smart manufacturing the Industrial Internet of Things (IIoT) applications and taxonomy,Noonia A.; Singh N.; Abhishek K.; Kapila N.; Dubey N.; Singh S.P.,2024,Scopus,10.1109/ariia63345.2024.11051437,E4,Wrong publication type,bajo,,
R0598,Integrating Digital Twins in Supply Chain Management Education,Eletter S.F.; Elrefae G.A.; Qasim A.; Houhamdi Z.,2024,Scopus,10.1109/sds64317.2024.10883925,E2,No supply chain scope,,,
R0599,Role of Digital Twins in Promoting Sustainability in Commerce,Venkatesan R.; Benny B.; Shirley C.P.; Berin Jeba Jingle I.,2024,Scopus,10.1109/icpcsn62568.2024.00166,E2,No supply chain scope,,,
R0600,Artificial Intelligence and Smart Technologies in Safety Management: A Comprehensive Analysis Across Multiple Industries,Park J.; Kang D.,2024,Scopus + WoS,10.3390/app142411934,E4,Wrong publication type,bajo,,
R0601,AI4Work Project: Human-Centric Digital Twin Approaches to Trustworthy AI and Robotics for Improved Working Conditions in Healthcare and Education Sectors,Maglogiannis I.; Trastelis F.; Kalogeropoulos M.; Khan A.; Gallos P.; Menychtas A.; Panagopoulos C.; Papachristou P.; Islam N.; Wolff A.; Soares S.; Hansen S.; Scholze S.,2024,Scopus,10.3233/shti240581,E2,No supply chain scope,,,
R0602,Digital technologies to unlock safe and sustainable opportunities for medical device and healthcare sectors with a focus on the combined use of digital twin and extended reality applications: A review,Rowan N.J.,2024,Scopus + WoS,10.1016/j.scitotenv.2024.171672,E4,Wrong publication type,bajo,,
R0603,Simulation Learning and Optimization: Methodology and Applications,Chang K.-H.; Chen T.-L.,2024,Scopus + WoS,10.1142/s0217595924400086,E4,Wrong publication type,medio,,
R0604,Functional Variant of Polynomial Analogue of Gandy’s Fixed Point Theorem,Nechesov A.; Goncharov S.,2024,Scopus + WoS,10.3390/math12213429,E1,No digital twin/model,,,
R0605,Digital twin-based warehouse management system: a theoretical toolbox for future research and applications,Maheshwari P.; Kamble S.; Kumar S.; Belhadi A.; Gupta S.,2024,Scopus + WoS,10.1108/ijlm-01-2023-0030,E4,Wrong publication type,alto,,
R0606,CONTINGENT: Advanced Solution to Enhance Cyber Resilience Through Machine Learning Techniques,Pérez Carrasco F.; García García A.; Garrido Peñalver V.; Company Peris R.; Gimenez Salazar P.,2024,Scopus,10.1007/978-3-031-58950-8_19,E1,No digital twin/model,,,
R0607,A systematic review on Machine learning and Neural Network based models for disease prediction,Roobini S.; Kavitha M.S.; Karthik S.,2024,Scopus,10.62110/sciencein.jist.2024.v12.787,E4,Wrong publication type,bajo,,
R0608,TRANSFORMING OFFSET PRINTING WITH DIGITAL TWINS AND AI: INSIGHTS FROM RESEARCH INITIATIVES,Trochoutsos C.; Kalafatelis A.S.; Trakadas P.,2024,Scopus,10.24867/grid-2024-p46,E2,No supply chain scope,,,
R0609,Digital Twins in Agriculture: Orchestration and Applications,"Escribà-Gelonch, M; Liang, S; van Schalkwyk, P; Fisk, I; Long, NVD; Hessel, V",2024,WoS,10.1021/acs.jafc.4c01934,E4,Wrong publication type,medio,,
R0610,Digital Twin for Railway: A Comprehensive Survey,Ghaboura S.; Ferdousi R.; Laamarti F.; Yang C.; Saddik A.E.,2023,Scopus + WoS,10.1109/access.2023.3327042,E4,Wrong publication type,bajo,,
R0611,Transforming Healthcare: Exploring the Impact and Potential of Digital Twin Technology,Sharma B.; Kaushal D.; Joshi S.; Sharma M.; Bafila S.,2023,Scopus,10.1109/idicaiei58380.2023.10406632,E2,No supply chain scope,,,
R0612,Information systems engineering with Digital Shadows: Concept and use cases in the Internet of Production,Liebenberg M.; Jarke M.,2023,Scopus + WoS,10.1016/j.is.2023.102182,E2,No supply chain scope,,,
R0613,On Digital Twin Software and Cyber Threats,Sneps-Sneppe M.; Namiot D.,2023,Scopus,10.1007/978-3-031-30258-9_43,E1,No digital twin/model,,,
R0614,Implementing Digital Twins That Learn: AI and Simulation Are at the Core,Biller B.; Biller S.,2023,Scopus + WoS,10.3390/machines11040425,I,,,,
R0615,Automated generation of digital twin for a built environment using scan and object detection as input for production planning,Sommer M.; Stjepandić J.; Stobrawa S.; Soden M.V.,2023,Scopus + WoS,10.1016/j.jii.2023.100462,E2,No supply chain scope,,,
R0616,Digital twin applications in urban logistics: an overview,Abouelrous A.; Bliek L.; Zhang Y.,2023,Scopus + WoS,10.1080/21650020.2023.2216768,E4,Wrong publication type,alto,,
R0617,Active Behavior Mining for Digital Twins Extraction,Margaria T.; Schieweck A.,2022,Scopus,10.1109/mitp.2022.3193044,E4,Wrong publication type,bajo,,
R0618,Towards circular economy in the textiles and clothing value chain through blockchain technology and IoT: A review,Alves L.; Ferreira Cruz E.; Lopes S.I.; Faria P.M.; Rosado da Cruz A.M.,2022,Scopus,10.1177/0734242x211052858,E4,Wrong publication type,bajo,,
R0619,An Edge-Cloud based Reference Architecture to support cognitive solutions in Process Industry,Salis A.; Marguglio A.; De Luca G.; Razzetti S.; Quadrini W.; Gusmeroli S.,2022,Scopus,10.1016/j.procs.2022.12.198,E1,No digital twin/model,,,
R0620,"Digital twin for sustainable manufacturing supply chains: Current trends, future perspectives, and an implementation framework",Kamble S.S.; Gunasekaran A.; Parekh H.; Mani V.; Belhadi A.; Sharma R.,2022,Scopus + WoS,10.1016/j.techfore.2021.121448,E4,Wrong publication type,alto,,
R0621,Digital Twin for Inventory Planning of Fresh Produce,Melesse T.Y.; Bollo M.; Di Pasquale V.; Riemma S.,2022,Scopus,10.1016/j.ifacol.2022.10.134,I,,,,
R0622,Digital Twin: Technology Evolution Stages and Implementation Layers with Technology Elements,Jeong D.-Y.; Baek M.-S.; Lim T.-B.; Kim Y.-W.; Kim S.-H.; Lee Y.-T.; Jung W.-S.; Lee I.-B.,2022,Scopus + WoS,10.1109/access.2022.3174220,E2,No supply chain scope,,,
R0623,Modeling a remanufacturing reverse logistics planning problem: some insights into disruptive technology adoption,Yu H.,2022,Scopus,10.1007/s00170-022-10387-w,E1,No digital twin/model,,,
R0624,Industry 5.0: A survey on enabling technologies and potential applications,"Maddikunta, PKR; Pham, QV; Prabadevi; Deepa, N; Dev, K; Gadekallu, TR; Ruby, R; Liyanage, M",2022,WoS,10.1016/j.jii.2021.100257,E4,Wrong publication type,medio,,
R0625,The application of Industry 4.0 technologies in sustainable logistics: a systematic literature review (2012-2020) to explore future research opportunities,"Sun, X; Yu, H; Solvang, WD; Wang, Y; Wang, KS",2022,WoS,10.1007/s11356-021-17693-y,E4,Wrong publication type,medio,,
R0626,"Future of industry 5.0 in society: human-centric solutions, challenges and prospective research areas","Adel, A",2022,WoS,10.1186/s13677-022-00314-5,E4,Wrong publication type,medio,,
R0627,Digital Twin-Driven Approach for Smart City Logistics: The Case of Freight Parking Management,Liu Y.; Folz P.; Pan S.; Ramparany F.; Bolle S.; Ballot E.; Coupaye T.,2021,Scopus,10.1007/978-3-030-85910-7_25,E3,No AI/ML component,,alto,
R0628,A digital twins machine learning model for forecasting disease progression in stroke patients,Allen A.; Siefkas A.; Pellegrini E.; Burdick H.; Barnes G.; Calvert J.; Mao Q.; Das R.,2021,Scopus,10.3390/app11125576,E2,No supply chain scope,,,
R0629,Research on Intelligent Assembly Modes of Aerospace Products Based on Digital Twin,Shi L.; Yan L.; Shuqing B.; Cuobo Z.; Yuanchong C.,2021,Scopus,10.1088/1742-6596/1756/1/012011,I,,,,Make
R0630,Digital Twin in the Agri-Food Supply Chain: A Literature Review,Tebaldi L.; Vignali G.; Bottani E.,2021,Scopus,10.1007/978-3-030-85910-7_29,E4,Wrong publication type,alto,,
R0631,Peeking into the void: Digital twins for construction site logistics,Greif T.; Stein N.; Flath C.M.,2020,Scopus,10.1016/j.compind.2020.103264,E3,No AI/ML component,,alto,
R0632,Simulation in industry 4.0: A state-of-the-art review,"Ferreira, WD; Armellini, F; De Santa-Eulalia, LA",2020,WoS,10.1016/j.cie.2020.106868,E4,Wrong publication type,bajo,,
R0633,Full-Scale Discrete Event Simulation of an Automated Modular Conveyor System for Warehouse Logistics,Ashrafian A.; Pettersen O.-G.; Kuntze K.N.; Franke J.; Alfnes E.; Henriksen K.F.; Spone J.,2019,Scopus,10.1007/978-3-030-29996-5_4,E1,No digital twin/model,,,
R0634,Smart midstream integration for CSG to LNG,Byfield R.,2019,Scopus,10.15530/ap-urtec-2019-198272,E1,No digital twin/model,,,
R0635,Simulation-ready digital twin for realtime management of logistics systems,Korth B.; Schwede C.; Zajac M.,2018,Scopus,10.1109/bigdata.2018.8622160,E3,No AI/ML component,,alto,
R0636,A Networked Production System to Implement Virtual Enterprise and Product Lifecycle Information Loops,Avventuroso G.; Silvestri M.; Pedrazzoli P.,2017,Scopus,10.1016/j.ifacol.2017.08.902,E3,No AI/ML component,,medio,
R0637,Data Management in Smart Manufacturing Supply Chains: A Systematic Review of Practices and Applications (2020–2025),Smina N.; Gahi Y.; Gharib J.,2026,Scopus + WoS,10.3390/info17010019,E4,Wrong publication type,medio,,
R0638,Towards Explainable Decision Support Using Hybrid Neural Models for Logistic Terminal Automation,D’Elia R.; Termine A.; Flammini F.,2026,Scopus,10.1007/978-3-032-21811-7_6,E1,No digital twin/model,,,
R0639,A Big Data-Driven Knowledge Framework for Supply Chain Risk Prediction and Performance Optimization in Multinational Corporations,Gao D.; Zhao H.,2026,Scopus + WoS,10.4018/ijkm.402393,I,,,,
R0640,"Nuclear Electric Propulsion for Deep-Space Missions: Technologies, Challenges, and Future Outlook",Karkadakattil A.,2026,Scopus + WoS,10.1080/00295639.2025.2607945,E4,Wrong publication type,bajo,,
R0641,Risk Management in AI-Driven Sustainable E-Commerce Transformations: A Comprehensive Framework for Digital Business Resilience,Ratra K.K.; Saikia P.; Nadaf L.,2026,Scopus,10.1109/ccwc67433.2026.11393855,E4,Wrong publication type,bajo,,
R0642,Internet of Things (IoT) in Education,Alam A.,2026,Scopus,10.1109/aiei69164.2026.11497934,E1,No digital twin/model,,,
R0643,Enhancing Resource Management in Dyeing Industry Supply Chain Using Artificial Intelligence,Sontakke P.; Chandre P.; Dhotre P.; Pathak G.,2026,Scopus,10.1007/978-3-032-13003-7_15,I,,,,Make
R0644,"Development of an Architecture for an Intelligent Plant Logistics Management System Based on the Integration of ERP Systems, MES, and Industrial Robots in the Context of Industry 4.0/5.0",Fomenko A.A.; Panilov P.A.; Tsibizova T.Y.,2026,Scopus,10.1109/smartindustrycon68821.2026.11492957,E1,No digital twin/model,,,
R0645,From Smart Ports to Sustainable Port Ecosystems: The Transformative Role of Artificial Intelligence,Castro M.; Sabino M.R.; Cabrita M.D.R.; Mendes A.; Pinho T.,2026,Scopus + WoS,10.3390/systems14020187,E4,Wrong publication type,medio,,
R0646,"Machine and deep learning for food integrity: A review of emerging analytical applications in safety, quality, and authenticity",Yusufoğlu B.; Özdemir S.; Zargarchi S.; Gündoğan R.; Capanoglu E.; Tekinerdoğan B.; Esatbeyoglu T.,2026,Scopus,10.1016/j.afres.2026.102100,E4,Wrong publication type,bajo,,
R0647,ATLAS–ALMA ARCHITECTURE FOR THE INTELLIGENT OPERATION OF MULTIMODAL FREIGHT TRANSPORT NETWORKS: CONCEPTUAL MODEL AND IMPLEMENTATION FRAMEWORK,Stoian B.-N.; Popescu C.-A.; Nechita R.-M.; Verdete B.M.,2026,Scopus,10.17683/ijomam/issue24.8,E1,No digital twin/model,,,
R0648,Enhancing resilience and reducing waste in food supply chains: a systematic review and future directions leveraging emerging technologies,"Seyam, A; Barachi, ME; Zhang, C; Du, B; Shen, J; Mathew, SS",2026,WoS,10.1080/13675567.2024.2406555,E4,Wrong publication type,bajo,,
R0649,Artificial intelligence in ports: a bibliometric and evolutionary perspective,"Oner, G; Inanc, Y; Altuntas, G",2026,WoS,10.1504/ijstl.2026.153221,E4,Wrong publication type,medio,,
R0650,How to engineer sustainability: from resource-wise manufacturing towards ecosystem-wide impacts,"Mller, JM; Kazantsev, N; Allmendinger, R; Salehi-Amiri, A; Reis, JZ; Jaradat, S; Bartolo, H; Bartolo, PJD",2026,WoS,10.1108/sampj-03-2024-0305,E4,Wrong publication type,bajo,,
R0651,Agentic Satellite-Augmented Low-Altitude Economy and Terrestrial Networks: A Survey on Generative Approaches,"Gao, XZ; Wang, YC; Liu, BS; Zhou, X; Zhang, RC; Wang, JC; Niyato, D; Kim, DI; Jamalipour, A; Yuen, C; An, JP; Yang, K",2026,WoS,10.1109/comst.2026.3660854,E4,Wrong publication type,bajo,,
R0652,Machine Learning-Driven Edge Caching for Industry 5.0: A Survey of Collaborative and Inference-Enabled Techniques,"Maiti, R; Madhukumar, AS; Ernest, TZH",2026,WoS,10.1109/ojcoms.2026.3669379,E4,Wrong publication type,bajo,,
R0653,"No risk, no fun? A bioinspired adaptation-based framework for supply chain resilience in Industry 5.0",Ivanov D.,2025,Scopus + WoS,10.1080/00207543.2025.2496962,E1,No digital twin/model,,,
R0654,Initial management of haemorrhagic war casualties: tactical priorities and innovative approaches in modern and future warfare,Jarrassier A.; Boutonnet M.; Duranteau J.; Travers S.; Prat N.; Dubourg O.; Pasquier P.; Libert N.,2025,Scopus,10.1186/s13054-025-05752-6,E4,Wrong publication type,bajo,,
R0655,Artificial Intelligence in Wire Arc Additive Manufacturing: A Systematic Review and Patent Landscape Analysis,Sitharaj A.; Balasubramanian A.; Sivanraju R.,2025,Scopus + WoS,10.1002/eng2.70518,E4,Wrong publication type,bajo,,
R0656,A semi-mechanistic mathematical framework for simulating multi-hormone dynamics in reproductive endocrinology,Vallée A.; Feki A.; Moawad G.; Ayoubi J.-M.,2025,Scopus,10.1016/j.csbj.2025.08.013,E1,No digital twin/model,,,
R0657,A systematic review of the literature on the use of information technologies in supply chain management,Al-Talib M.; Al-Saad W.; Alzoubi A.; Anosike A.I.,2025,Scopus,10.1108/ijieom-09-2023-0073,E4,Wrong publication type,medio,,
R0658,Predicting High Temporal Deviation in Traffic Flows Based on SUMO Simulation,Bakbergen M.; Didar Y.,2025,Scopus,10.1109/sist61657.2025.11139163,E1,No digital twin/model,,,
R0659,"Artificial Intelligence in Diabetes Care: Applications, Challenges, and Opportunities Ahead",Parab R.; Feeley J.M.; Valero M.; Chadalawada L.; Garcia G.-G.P.; Kar S.S.; Madabhushi A.; Breton M.D.; Li J.; Shao H.; Pasquel F.J.,2025,Scopus,10.1016/j.eprac.2025.07.008,E4,Wrong publication type,bajo,,
R0660,Occupational Risk Prediction for Miners Based on Stacking Health Data Fusion,Zhang X.; Yang W.; Yang W.; Huang B.; Wang Z.; Tian S.,2025,Scopus,10.3390/app15063129,E1,No digital twin/model,,,
R0661,INFORMATION-CENTRIC OPTIMIZATION OF BIO-BASED SUPPLY CHAINS USING HYBRID C-IFS AND TYPE-2 FUZZY MAIRCA,Tamtam F.; Tourabi A.,2025,Scopus,10.28945/5688,E1,No digital twin/model,,,
R0662,SynthPark: A Photorealistic Simulation Environment for Parking Occupancy Prediction,Valvis A.; Balaska V.; Kansizoglou I.; Bampis L.; Gasteratos A.,2025,Scopus + WoS,10.1109/ist66504.2025.11268443,E1,No digital twin/model,,,
R0663,When Interpretability Meets Efficiency: Integrating Emulation into Supply Chain Simulation,Lu X.; Lin Y.; Ng H.; Liu Y.,2025,Scopus,10.1109/wsc68292.2025.11339053,I,,,,
R0664,"Internet of behaviors: conceptual model, practical and theoretical implications for supply chain and operations management",Dolgui A.; Ivanov D.,2025,Scopus + WoS,10.1080/00207543.2024.2372008,I,,,,
R0665,A Single AI Platform for the Unification of Railway Transport Logistics Processes,"Rohovyi, O; Samsonkin, V; Yurchenko, O; Bureika, G",2025,WoS,10.1109/edcc-c66476.2025.00039,E1,No digital twin/model,,,
R0666,Development of an Intelligent System for Urban Logistics to Facilitate Sustainable Optimization,"Dossou, PE; Irudayaraj, J",2025,WoS,10.1007/978-3-031-95284-5_36,E1,No digital twin/model,,,
R0667,Unleashing Sustainable Efficiency: The Integration of Computer Vision into Industry 4.0,"Gill, R; Srivastava, D; Hooda, S; Singla, C; Chaudhary, R",2025,WoS,10.1080/10429247.2024.2383518,E4,Wrong publication type,bajo,,
R0668,Reaching new frontiers in nanoelectronics through artificial intelligence,"Sivasubramani, S; Prodromakis, T",2025,WoS,10.3389/fnano.2025.1627210,E4,Wrong publication type,bajo,,
R0669,Digital Technologies as Enablers of the Circular Economy: An Empirical Perspective on the Role of Companies in Driving Customer Behaviour Change,"Buecker, C; Pantel, J; Geissdoerfer, M; Bhattacharjya, J; Kumar, M",2025,WoS,10.1111/radm.12762,E1,No digital twin/model,,,
R0670,Innovative Technologies Reshaping Meat Industrialization: Challenges and Opportunities in the Intelligent Era,"Sun, Q; Yuan, YN; Xu, BG; Gao, SP; Zhai, XD; Xu, FY; Shi, JY",2025,WoS,10.3390/foods14132230,E4,Wrong publication type,bajo,,
R0671,Enhanced Economic Sustainable Evaluation of Operational Planning in Industrial Engineering,Kitzmann H.; Strimovskaya A.; Tsyplakova E.; Sinko G.; Serova E.,2024,Scopus,10.1007/978-3-031-53598-7_37,E1,No digital twin/model,,,
R0672,A two-level decision-support framework for reverse logistics network design considering technology transformation in Industry 4.0: a case study in Norway,Sun X.; Yu H.; Solvang W.D.; Govindan K.,2024,Scopus,10.1007/s00170-024-14121-6,E1,No digital twin/model,,,
R0673,A digital-twin and rapid optimization framework for optical design of indoor farming systems,Mengi E.; Becker C.J.; Sedky M.; Yu S.-Y.; Zohdi T.I.,2024,Scopus + WoS,10.1007/s00466-023-02421-9,E1,No digital twin/model,,,
R0674,Disruption detection for a cognitive digital supply chain twin using hybrid deep learning,Ashraf M.; Eltawil A.; Ali I.,2024,Scopus + WoS,10.1007/s12351-024-00831-y,I,,,,
R0675,Towards a Framework for AI Applications in Intralogistics,Venkatadri U.; Murrenhoff A.,2024,Scopus + WoS,10.1016/j.ifacol.2024.09.084,E4,Wrong publication type,medio,,
R0676,Semi-Automated Framework for Digitalizing Multi-Product Warehouses with Large Scale Camera Arrays,Higashiura K.; Yokoyama K.; Asai Y.; Shimosato H.; Kano K.; Katayama S.; Urano K.; Yonezawa T.; Kawaguchi N.,2024,Scopus + WoS,10.1109/percom59722.2024.10494498,E1,No digital twin/model,,,
R0677,Industrial internet of things: What does it mean for the bioprocess industries?,Borgosz L.; Dikicioglu D.,2024,Scopus,10.1016/j.bej.2023.109122,E4,Wrong publication type,bajo,,
R0678,"Modern State-of-the-Art Generative AI Uses and Practices for Product Innovation, Marketing Strategies, and Enhanced Customer Experience",Swapnil A.; Ge H.; Diagarajan M.S.; Happonen A.,2024,Scopus,10.1109/ceii65291.2024.00058,E4,Wrong publication type,bajo,,
R0679,Emerging Opportunities in Distributed Manufacturing: Results and Analysis of an Expert Study,"Daehn, G; Blue, C; Johnson-Bey, C; Lewandowski, JJ; Mahoney, T; Okwudire, C; Rossman, T; Schmitz, T; Silveston, R",2024,WoS,10.1007/s40192-024-00365-3,E4,Wrong publication type,bajo,,
R0680,Are metaverse applications in quality 4.0 enablers of manufacturing resiliency? An exploratory review under disruption impressions and future research,"El Jaouhari, A; Arif, J; Samadhiya, A; Kumar, A; Jain, V; Agrawal, R",2024,WoS,10.1108/tqm-06-2023-0181,E4,Wrong publication type,bajo,,
R0681,Drone Transportation System: Systematic Review of Security Dynamics for Smart Mobility,Ajakwe S.O.; Kim D.-S.; Lee J.-M.,2023,Scopus + WoS,10.1109/jiot.2023.3266843,E4,Wrong publication type,bajo,,
R0682,Achieving rapid value and ROI from supply chain visibility while building long-term capabilities,Bonny N.; Lander R.,2023,Scopus,10.69554/vtuw3748,E1,No digital twin/model,,,
R0683,A Log-Likelihood-Based Evaluation Metric for the Reproducibility and Simplicity of Logistics Graphs,Takakura Y.; Mori J.; Kobayashi H.,2023,Scopus + WoS,10.1016/j.ifacol.2023.10.731,E1,No digital twin/model,,,
R0684,The paradigm shift from industry 4.0 implementation to industry 5.0 readiness,Shadravan A.; Parsaei H.R.,2023,Scopus,10.54941/ahfe1004296,E4,Wrong publication type,bajo,,
R0685,Just Keep Rolling?—An Encompassing Review towards Accelerated Vaccine Product Life Cycles,Stiefel J.; Zimmer J.; Schloßhauer J.L.; Vosen A.; Kilz S.; Balakin S.,2023,Scopus,10.3390/vaccines11081287,E4,Wrong publication type,bajo,,
R0686,Data-Driven Supply Chain Operations—The Pilot Case of Postal Logistics and the Cross-Border Optimization Potential,Zdolsek Draksler T.; Cimperman M.; Obrecht M.,2023,Scopus + WoS,10.3390/s23031624,E3,No AI/ML component,,alto,
R0687,Predictive Logistics Models for Autonomous Vehicles Deployment in Adversarial Environments,Babiceanu R.F.,2023,Scopus,10.1109/cai54212.2023.00047,E1,No digital twin/model,,,
R0688,Future directions in regulatory affairs,Chisholm O.; Critchley H.,2023,Scopus,10.3389/fmed.2022.1082384,E4,Wrong publication type,bajo,,
R0689,Responsible cognitive digital clones as decision-makers:a design science research study,Golovianko M.; Gryshko S.; Terziyan V.; Tuunanen T.,2023,Scopus + WoS,10.1080/0960085x.2022.2073278,E1,No digital twin/model,,,
R0690,Intelligent Product Quality Prediction for Highly Customized Complex Production Adopting Ensemble Learning Model,Trappey A.J.C.; Chien C.-H.,2023,Scopus,10.1109/smc53992.2023.10394096,E1,No digital twin/model,,,
R0691,"Advances in intelligent detection, monitoring, and control for preserving the quality of fresh fruits and vegetables in the supply chain","Zhong, XL; Zhang, M; Tang, TT; Adhikari, B; Ma, YM",2023,WoS,10.1016/j.fbio.2023.103350,E4,Wrong publication type,bajo,,
R0692,A Survey and Perspective on Industrial Cyber-Physical Systems (ICPS): From ICPS to AI-Augmented ICPS,"Chae, J; Lee, S; Jang, J; Hong, S; Park, KJ",2023,WoS,10.1109/ticps.2023.3323600,E4,Wrong publication type,bajo,,
R0693,A maturity model for the autonomy of manufacturing systems,"Mo, F; Monetti, FM; Torayev, A; Rehman, HU; Alberola, JM; Minango, NR; Nguyen, HN; Maffei, A; Chaplin, JC",2023,WoS,10.1007/s00170-023-10910-7,E4,Wrong publication type,bajo,,
R0694,Challenges of modeling and analysis in cybermanufacturing: a review from a machine learning and computation perspective,"Kang, SK; Jin, R; Deng, XW; Kenett, RS",2023,WoS,10.1007/s10845-021-01817-9,E4,Wrong publication type,bajo,,
R0695,Conceptual framework of a Learning Experience Platform (LXP) to strengthen AI competence by linking simulation technologies and AI,Weigert D.; Behrendt F.,2022,Scopus,10.46354/i3m.2022.mas.024,E1,No digital twin/model,,,
R0696,The impact of digitalization on supply chain management: A literature review,Taghipour A.; Lu X.; Derradji M.; Sow A.D.,2022,Scopus,10.1145/3551690.3551702,E4,Wrong publication type,bajo,,
R0697,Perspectives on the future of manufacturing within the Industry 4.0 era,"Hughes, L; Dwivedi, YK; Rana, NP; Williams, MD; Raghavan, V",2022,WoS,10.1080/09537287.2020.1810762,E4,Wrong publication type,bajo,,
R0698,A review of industrial big data for decision making in intelligent manufacturing,"Li, CQ; Chen, YQ; Shang, YL",2022,WoS,10.1016/j.jestch.2021.06.001,E4,Wrong publication type,bajo,,
R0699,Development of a multidimensional conceptual model for job shop smart manufacturing scheduling from the Industry 4.0 perspective,"Serrano-Ruiz, JC; Mula, J; Poler, R",2022,WoS,10.1016/j.jmsy.2022.03.011,E4,Wrong publication type,bajo,,
R0700,The Nexus of Industry 4.0 and Circular Procurement: A Systematic Literature Review and Research Agenda,"Rejeb, A; Appolloni, A",2022,WoS,10.3390/su142315633,E4,Wrong publication type,bajo,,
R0701,"Sustainable, smart, and sensing technologies for cyber-physical manufacturing systems: A systematic literature review",Andronie M.; Lăzăroiu G.; Ștefănescu R.; Uță C.; Dijmărescu I.,2021,Scopus + WoS,10.3390/su13105495,E4,Wrong publication type,bajo,,
R0702,Digital biomarkers of physical frailty and frailty phenotypes using sensor-based physical activity and machine learning,Park C.; Mishra R.; Golledge J.; Najafi B.,2021,Scopus,10.3390/s21165289,E1,No digital twin/model,,,
R0703,Current Theoretical and Applied Research on Energy- and Resource-Saving Highly Reliable Chemical Process Systems Engineering,Meshalkin V.P.,2021,Scopus + WoS,10.1134/s004057952104031x,E4,Wrong publication type,bajo,,
R0704,"Managing crowded museums: Visitors flow measurement, analysis, modeling, and optimization",Centorrino P.; Corbetta A.; Cristiani E.; Onofri E.,2021,Scopus,10.1016/j.jocs.2021.101357,E2,No supply chain scope,,,
R0705,Data-driven methodology to support long-lasting logistics and decision making for urban last-mile operations,Gutierrez-Franco E.; Mejia-Argueta C.; Rabelo L.,2021,Scopus + WoS,10.3390/su13116230,E1,No digital twin/model,,,
R0706,Automotive OEM demand forecasting: A comparative study of forecasting algorithms and strategies,Rožanec J.M.; Kažič B.; Škrjanc M.; Fortuna B.; Mladenić D.,2021,Scopus + WoS,10.3390/app11156787,E1,No digital twin/model,,,
R0707,The Current Status and Developing Trends of Industry 4.0: a Review,"Lu, Y",2021,WoS,10.1007/s10796-021-10221-w,E4,Wrong publication type,bajo,,
R0708,"From Industry 4.0 to Agriculture 4.0: Current Status, Enabling Technologies, and Research Challenges","Liu, Y; Ma, XY; Shu, L; Hancke, GP; Abu-Mahfouz, AM",2021,WoS,10.1109/tii.2020.3003910,E4,Wrong publication type,bajo,,
R0709,A Systematic Literature Review of Industry 4.0 Technologies within Medical Device Manufacturing,"Lepasepp, TK; Hurst, W",2021,WoS,10.3390/fi13100264,E4,Wrong publication type,bajo,,
R0710,Context Aware Control Systems: An Engineering Applications Perspective,Diaz R.A.C.; Ghita M.; Copot D.; Birs I.R.; Muresan C.; Ionescu C.,2020,Scopus + WoS,10.1109/access.2020.3041357,E4,Wrong publication type,bajo,,
R0711,Drive through Robotics: Robotic Automation for Last Mile Distribution of Food and Essentials during Pandemics,Sharma A.; Zanotti P.; Musunur L.P.,2020,Scopus + WoS,10.1109/access.2020.3007064,E1,No digital twin/model,,,
R0712,Automated construction site-how close is the future?,"Tulke, J; Eschenbruch, K; Rimskaia-Korsakova, O; Vega-Torres, MA",2025,WoS,10.37544/0005-6650-2025-11-27,E5,Not in English,,,
